Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
T004-B1BALCells-PB-miRNA_S1_R1_001	21827.0	13488.5	3404.0	1376.5	1197.5	1239.0	1099.0	1032.5	1161.0	1443.5	1809.5	2311.0	3050.0	3553.0	4264.5	5822.0	8188.5	11782.0	17209.5	25533.0	31099.5	39476.0	58600.0	85367.5	120839.5	165345.0	219492.0	252001.0	288803.5	360296.0	438984.0	522033.5	612586.5	666461.0	709834.0	790429.0	868430.5	941604.0	1003015.0	1038298.0	1055911.5	1121936.0	1144460.5	1101353.5	1092688.0	1077520.5	1052771.0	1044110.5	1037794.5	1004778.0	979679.0	961383.5	932135.0	964159.5	992689.0	968410.0	948949.0	926120.5	888483.0	821259.0	777285.0	806387.5	860372.0	758390.5	555888.5	460731.5	393212.5	336315.0	344485.5	372223.5	311480.0	220235.0	199833.5	190234.5	169100.5	139609.5	119117.5	102984.5	89779.0	79751.5	72411.5	64692.5	55481.0	47778.5	40766.0	34028.5	25174.0	21157.0	17777.0	14140.0	13033.5	11953.5	11248.0	10783.0	10763.5	8276.5	4472.0	2853.0	3029.0	7716.5	11827.0
T004-B2BCGBAL-PB-miRNA_S11_R1_001	2857.0	2067.5	1038.0	768.5	775.0	868.5	1024.0	1139.0	1349.5	1853.0	2493.0	3448.5	4830.0	5755.5	7198.5	10377.5	15267.5	22952.5	34830.0	53309.5	66809.5	85797.5	126442.0	183123.0	258248.0	352182.0	467859.0	544810.5	633841.0	795018.0	973892.0	1167646.5	1380167.5	1516740.5	1647384.5	1862046.5	2070775.0	2262134.0	2416701.5	2533220.5	2609827.0	2692137.5	2719924.5	2669205.5	2628283.0	2565605.5	2477120.0	2425972.0	2375098.5	2264301.5	2145671.5	2031004.5	1909274.0	1854058.0	1799384.0	1693256.5	1597858.5	1494882.5	1373412.5	1236481.0	1150664.5	1118193.5	1084570.5	950142.5	751029.5	628478.5	539266.5	474105.5	454230.0	449526.0	377618.0	283073.0	245293.0	217298.5	185111.0	150371.5	124870.5	105551.5	88818.0	74486.5	64485.0	56083.5	46441.5	38611.0	32811.0	27206.5	20994.0	17779.0	14721.0	11236.5	9662.5	8357.0	7491.0	7071.5	7097.5	6313.0	4100.0	2339.5	2509.0	10886.0	18565.0
T004-B2PPDBAL-PB-miRNA_S10_R1_001	12616.0	8685.0	3626.5	2380.0	2788.5	3093.5	2532.0	2205.5	2330.0	2455.5	2544.5	2923.0	3795.0	4510.0	5577.5	7894.0	11438.5	16640.0	24918.5	37654.5	46135.0	58315.5	84854.5	120184.5	166106.0	222479.0	288903.5	328755.0	372551.0	457108.5	547390.5	638722.0	731921.5	785034.0	835954.5	923807.0	1002375.5	1068025.5	1118184.5	1150283.0	1166279.5	1177712.5	1175920.5	1154971.0	1128173.0	1096009.5	1057557.5	1038770.5	1019078.0	967232.5	917991.5	868496.5	810948.0	811869.0	814054.0	766297.5	719826.5	674830.5	627448.5	568329.0	532082.5	513268.5	480493.5	419319.5	347157.0	306105.5	253410.5	208331.0	198332.0	186237.5	158549.0	129376.0	115216.5	104573.0	93738.0	80041.0	69356.0	60583.5	53173.5	47205.0	42729.5	37821.5	32321.5	29583.0	26668.5	21709.5	15574.5	12879.5	11158.0	9342.0	8631.5	7752.5	7250.0	7044.0	7047.5	5338.0	2835.0	1818.5	1925.0	5690.0	9061.0
T004-B2SalBAL-PB-miRNA_S9_R1_001	13810.0	9171.5	3333.0	1920.0	2073.0	2261.5	1748.0	1418.5	1472.0	1496.5	1474.0	1588.5	1959.0	2263.5	2854.0	4193.5	6323.0	9604.5	14976.5	23459.0	29017.5	37246.5	56063.0	82955.0	118754.0	161123.0	210651.0	240194.0	271416.0	334661.0	403807.0	473914.0	560527.0	616186.0	644584.5	701763.0	768088.5	837682.0	886210.0	907491.0	921876.0	990249.5	1008546.0	948513.0	929417.0	904147.5	862245.5	840632.5	826838.5	786440.5	756855.5	741055.5	714404.5	737454.5	756601.5	736708.0	731725.5	728917.0	705758.5	653999.5	623870.0	689961.0	784552.0	690314.5	497930.0	415563.0	363377.0	319839.0	346788.0	402216.0	336911.5	227190.5	197001.5	179744.5	162710.0	140013.5	120890.0	105222.5	91647.5	80753.0	72990.5	65356.0	56429.0	49712.5	43473.5	35627.0	26449.0	22369.5	19278.0	15991.0	14536.5	12820.5	11751.5	11203.0	10973.0	8321.0	4526.0	2830.0	2718.5	6239.5	9380.0
T006-B1BALCells-PBmiRNA_S2_R1_001	34379.0	22548.0	7777.5	4259.5	4465.0	4913.0	3796.0	3015.5	2992.5	2751.5	2281.5	2144.0	2553.5	2908.0	3560.5	5046.5	7560.0	11455.0	17740.0	27832.0	34386.0	44041.5	66178.5	97629.0	139764.5	188438.0	245355.0	279200.5	314203.5	386556.0	465798.0	544390.5	635371.0	690946.5	721840.0	788237.0	859052.5	926192.0	971888.5	990913.0	1002366.0	1059472.5	1071438.5	1015848.0	997745.5	973394.5	931213.5	910639.0	900998.0	854535.0	818877.0	802675.5	770419.0	807258.0	844224.5	820401.0	809719.0	817869.5	808732.5	753720.0	719077.5	819538.0	955616.0	819282.5	559618.0	462476.0	397510.0	339692.0	380818.0	451940.0	374465.0	245339.5	211847.0	197009.0	181871.0	158440.5	138925.5	122498.0	107950.0	98191.5	91726.0	85270.0	78139.5	72161.5	63655.5	50250.5	35577.0	29792.5	26442.0	23116.5	21402.0	18795.5	17174.5	16406.0	16237.5	12046.5	6187.5	3968.5	3986.0	8936.5	13337.0
T006-B2BCGBAL-PBmiRNA_S13_R1_001	4876.0	3189.5	1135.5	671.5	624.0	655.0	622.0	610.5	692.0	919.0	1187.0	1546.0	2049.0	2335.5	2842.0	4040.5	5887.0	8579.0	12968.0	20406.5	25367.5	32417.0	49273.0	74157.5	107416.0	146751.0	193393.5	221503.0	252145.5	314211.0	383787.0	459397.5	566554.0	639470.0	665262.5	733352.5	825317.0	924462.5	1018035.5	1065319.5	1084004.5	1270057.5	1320834.0	1170354.0	1146891.5	1128481.0	1093347.0	1077424.5	1070335.0	1027407.0	988782.0	980204.0	963010.5	969958.0	959126.0	926363.0	913056.0	905244.0	867280.5	802109.0	776347.0	893517.0	1112752.5	1015647.5	665909.0	490972.5	445312.5	419169.0	499322.5	653348.5	536531.5	309017.5	255763.5	232883.5	205907.0	168384.0	133501.0	109177.5	90645.5	77535.0	69108.0	62858.0	54648.5	45789.0	38216.5	30965.5	23367.5	19938.0	17102.5	14277.5	12993.5	11398.5	9948.5	8945.0	8765.5	7160.5	4119.5	2186.5	2011.5	5882.5	9426.0
T006-B2PPDBAL-PLmiRNA_S15_R1_001	3040.0	2167.0	1025.0	703.5	672.5	762.0	875.0	933.5	1128.5	1514.0	2066.0	2851.5	3870.0	4630.5	5922.0	8441.5	11861.0	17470.0	26245.0	39676.5	49699.0	63682.5	93951.0	136661.5	192962.0	263388.5	348352.0	404756.0	471323.5	592379.5	722074.0	860197.0	1029237.0	1145712.0	1229939.5	1378445.5	1549919.0	1716404.5	1827469.5	1912727.0	1989464.5	2117117.0	2156702.5	2067408.0	2038111.5	1989424.5	1903798.5	1854564.0	1817437.5	1739750.5	1675868.0	1630076.5	1567799.0	1558144.0	1546287.0	1492981.0	1449129.5	1411378.5	1344215.5	1236447.5	1173696.5	1222499.0	1321501.5	1195434.5	904508.0	749185.5	661685.5	591944.0	613028.5	689884.0	586496.5	406701.5	357034.5	323614.5	279607.5	230964.0	196087.5	169428.5	146340.0	126787.5	113046.5	100779.5	86017.5	73698.5	64215.0	53776.5	41144.5	35014.0	29936.5	24564.5	22314.5	19907.0	18206.0	17308.5	16875.0	13556.5	7590.0	3876.0	3263.5	9000.5	14400.0
T006-B2SalBAL-PBmiRNA_S12_R1_001	7513.0	4877.5	1683.5	1031.5	1046.0	1143.0	1050.5	969.5	1053.5	1204.0	1419.0	1841.5	2512.0	2936.5	3644.5	5315.5	8135.5	12648.0	19813.5	31602.0	39297.0	49889.0	75802.0	112917.5	161047.0	218171.0	285724.0	325120.0	366518.5	451022.0	542438.5	632069.5	732269.5	793313.5	831071.5	906662.0	978633.5	1041408.5	1082907.5	1102939.5	1118400.5	1163021.5	1158754.0	1093009.0	1060696.5	1019744.5	961008.5	928867.5	906328.0	849573.0	794247.5	755297.5	714595.0	704041.5	691741.5	657626.5	636494.5	623084.5	590599.5	531302.5	498252.0	548631.0	633066.5	551040.0	366216.5	279531.0	239037.5	212512.5	237553.0	291920.5	237710.5	137648.0	113362.5	103383.0	89470.5	72504.5	60623.0	51438.5	43899.0	38505.5	34789.0	31556.0	27665.0	23708.0	19946.0	16049.5	12095.5	10453.5	9224.0	7865.0	7104.0	6213.5	5419.5	4960.0	4904.0	4036.5	2502.0	1529.5	1605.5	5116.5	8235.0
T006-B2TSTBAL-PBmiRNA_S14_R1_001	5032.0	3266.5	1188.5	787.0	732.0	803.0	921.5	1017.0	1189.0	1644.5	2236.5	3004.5	4181.5	5018.5	6193.5	8859.5	12920.0	19257.5	29378.0	45107.5	56500.5	72846.5	107930.0	156830.0	220772.0	301248.0	397546.5	459492.0	533110.0	665189.0	804250.0	951377.5	1122454.0	1234853.5	1319412.5	1461861.0	1607259.5	1746410.5	1858378.0	1919923.5	1958264.0	2104986.0	2130831.5	1992881.0	1942674.0	1888637.0	1810667.5	1769243.5	1732073.0	1644743.5	1567550.0	1509635.5	1442479.5	1416988.5	1379764.5	1308948.0	1252410.5	1199819.0	1128405.5	1033169.0	978469.5	1002927.5	1094752.0	995290.0	728263.0	589101.0	522971.5	475063.5	492476.0	552231.5	466993.5	322434.5	280436.5	252541.5	216971.0	176422.0	143453.5	119411.5	100113.5	84077.5	73081.0	64163.5	54101.0	44765.5	37398.0	30513.0	23219.0	19579.0	16321.0	12953.5	11325.0	9797.5	8509.5	7664.0	7714.0	6792.5	4235.0	2290.5	2326.5	9451.5	15999.0
T007-B1BALCells-PBmiRNA1_S26_R1_001	3509.0	2513.0	1178.5	743.5	708.5	759.0	802.5	875.5	945.0	1137.0	1488.0	2007.0	2770.0	3423.0	4440.0	6433.0	9555.5	14526.0	22363.5	34533.0	43504.5	56445.5	84305.0	123446.0	175695.5	240252.0	317035.0	367711.5	427202.0	534280.5	650239.5	771638.5	911266.0	1004394.0	1078519.0	1204213.0	1335528.0	1459807.0	1550494.0	1610383.0	1654659.0	1750856.0	1784586.0	1729962.5	1723118.5	1691885.5	1628482.5	1595077.0	1576550.0	1520066.5	1469079.5	1435612.0	1382796.0	1361341.0	1338652.0	1288842.0	1251125.5	1213121.5	1148188.0	1058017.0	1005236.5	1041452.0	1151462.5	1056125.0	775494.5	618084.0	546367.5	501120.5	513550.5	573078.5	480931.5	321260.5	274054.0	244348.5	210803.5	174388.0	147294.5	124533.5	104134.5	88302.0	77899.0	70861.0	58860.5	45206.0	37187.5	30404.0	23294.0	19786.5	16545.0	12753.5	11288.5	9914.0	8604.5	8044.5	7935.0	6654.0	4103.5	2334.5	2230.5	7270.0	11827.0
